input1	label
z g m t k h x w v b c	zgmtkhxwvbc
j b w d g r t s z	jbwdgrtsz
r x s c t m j w	rxsctmjw
m p j x z q f d	mpjxzqfd
x h d z t k s b r	xhdztksbr
c s n q v p l j f z b t x r w d g	csnqvpljfzbtxrwdg
q m v n x r	qmvnxr
w l c z n k q	wlcznkq
z q j s v w d	zqjsvwd
x q v p k g n r c h w z d	xqvpkgnrchwzd
b t v	btv
v h n q l d f t	vhnqldft
b n m p l k h r f x d w	bnmplkhrfxdw
d q r n m	dqrnm
n h p z d q s l j	nhpzdqslj
z m l g s f	zmlgsf
c z w	czw
k m l v j s	kmlvjs
v f z q m g w n	vfzqmgwn
x j t p v f k	xjtpvfk
g h j n w l f m k p z b	ghjnwlfmkpzb
z g j s	zgjs
v n d c m t l b	vndcmtlb
l q b	lqb
x j z q d m	xjzqdm
q f l d x k p	qfldxkp
w f s r z n k j t q d m	wfsrznkjtqdm
q w p g t v m f c l n	qwpgtvmfcln
g x n s k j h w	gxnskjhw
x p l b j t m q d	xplbjtmqd
n l j x k b m	nljxkbm
t p c k	tpck
b q s x r h k	bqsxrhk
c h k x d f g n r q j p	chkxdfgnrqjp
m q s x c n l	mqsxcnl
m r n z g f	mrnzgf
x s m c v t	xsmcvt
j r z q v c f m	jrzqvcfm
x d t z c p w n g	xdtzcpwng
h f d s j w x m n g z	hfdsjwxmngz
d f m q x s h	dfmqxsh
q r c x g d h b m k l	qrcxgdhbmkl
c v d t p q w x	cvdtpqwx
j k z h x v	jkzhxv
p c w n r t k	pcwnrtk
k h f p b s n	khfpbsn
n j s z c v d b l w r	njszcvdblwr
z h m q v d n	zhmqvdn
v l p k s d r h x n	vlpksdrhxn
p x b r w g n h l v j	pxbrwgnhlvj
f v n k c q p	fvnkcqp
c r g q x n l d	crgqxnld
v l r h g f m x	vlrhgfmx
n p v t	npvt
z v g d c	zvgdc
w r m n j f v	wrmnjfv
c k r l v z j b h g	ckrlvzjbhg
f s w b k g r	fswbkgr
t j w b r	tjwbr
r m b	rmb
z g d t	zgdt
c n z v m	cnzvm
s d f q g b z	sdfqgbz
t b m w k p c z	tbmwkpcz
n f j	nfj
v p l w c g	vplwcg
r b t w m j z	rbtwmjz
j v p m w h	jvpmwh
n r m h f s p v w q	nrmhfspvwq
z q t	zqt
q k d f w	qkdfw
b w r t j f g k	bwrtjfgk
c k b	ckb
r p l q j f d m b w	rplqjfdmbw
l h z c q w f	lhzcqwf
s n g b w r h x p t d	sngbwrhxptd
b d h g t p z f	bdhgtpzf
t l g v s d j x	tlgvsdjx
f t q b j x c	ftqbjxc
r j d w h f z l s m	rjdwhfzlsm
n d b q v l k g	ndbqvlkg
n x s t k	nxstk
k p t w	kptw
t n d g s w	tndgsw
j t w v g r s n l x h f	jtwvgrsnlxhf
s h b g m k v x c n	shbgmkvxcn
n z c m k l g b j r f x v w	nzcmklgbjrfxvw
t b c g h n j f r	tbcghnjfr
p g s w	pgsw
c t r l j v g s n	ctrljvgsn
p q h w r l g k m f	pqhwrlgkmf
l g x s b m	lgxsbm
p r l h w z	prlhwz
z v b k f q c w l j s d	zvbkfqcwljsd
n x k b v l j	nxkbvlj
p b w s d	pbwsd
z c x h j k s m p n b g q w t r v l d	zcxhjksmpnbgqwtrvld
g h x w j c p	ghxwjcp
d v f b p q n c j l k w	dvfbpqncjlkw
j l x m	jlxm
q s h d w k b t j	qshdwkbtj
p b w s k f	pbwskf
x t n j q z r m	xtnjqzrm
f g v d t q r b n w	fgvdtqrbnw
j x q h r k f b m	jxqhrkfbm
z n w l c q h r t	znwlcqhrt
n l x k v h b	nlxkvhb
c x b j h r k f q	cxbjhrkfq
s g n v m b h	sgnvmbh
h p g b m	hpgbm
w c n f v d s r	wcnfvdsr
h n x q z v k	hnxqzvk
k q n c f v	kqncfv
s w c t l p d k	swctlpdk
m j l k z c f v	mjlkzcfv
x k p l h g	xkplhg
x s k t v d p b	xsktvdpb
h t l d k	htldk
f l d w x c	fldwxc
g w v k t j n h	gwvktjnh
f h q c j	fhqcj
j v z k m c l t w	jvzkmcltw
v j g z f x h p q t b	vjgzfxhpqtb
t f s	tfs
j c d p m v b	jcdpmvb
m t n g	mtng
b l r d	blrd
c g r k m	cgrkm
r b n v g h p s d	rbnvghpsd
j l x h k d v p	jlxhkdvp
n m c k	nmck
b l m p	blmp
w f t s	wfts
v t h d p m	vthdpm
d n g k j q c r s l	dngkjqcrsl
w t q z v c b x	wtqzvcbx
n c k p q s l g t	nckpqslgt
r t w z h c p	rtwzhcp
t d f m j n q	tdfmjnq
h z k j g	hzkjg
q r b j w k	qrbjwk
h c p f v	hcpfv
p b s v f q m j	pbsvfqmj
p g x t z l	pgxtzl
d k l b p x	dklbpx
g t z f v s m	gtzfvsm
s t j n v q b r w m	stjnvqbrwm
c w b x d n	cwbxdn
j l b v s n t d	jlbvsntd
k s c d b m x j	kscdbmxj
g j f w p m t k l q s	gjfwpmtklqs
b z t j l k c s p v	bztjlkcspv
v d b g q n l h	vdbgqnlh
n q t j s p k z g h f l m x r	nqtjspkzghflmxr
g f d q z	gfdqz
m g s f w	mgsfw
k h m b d g n c	khmbdgnc
n d z g h p s	ndzghps
v k f	vkf
c t d w k s z v r x l p n	ctdwkszvrxlpn
x c q m v f w s r b	xcqmvfwsrb
m v p c r z f w n x s	mvpcrzfwnxs
r j q f d	rjqfd
z f m k w	zfmkw
s m b c x n l z	smbcxnlz
w g q x r	wgqxr
f c n x w v z k m	fcnxwvzkm
z t j w r h q	ztjwrhq
j c f b l k v p	jcfblkvp
v q g k	vqgk
z x c r q	zxcrq
b w s d m j f q	bwsdmjfq
n p h c q f v	nphcqfv
t d h v x g n l b s	tdhvxgnlbs
r w f s c t l b d q x j g	rwfsctlbdqxjg
p s m q	psmq
w j p	wjp
d c p h q v	dcphqv
p c j n m k x s h	pcjnmkxsh
m w f d v z b q k t g l r s	mwfdvzbqktglrs
f g n v w r m c t	fgnvwrmct
r q c k g	rqckg
q x f g b s w d r v c	qxfgbswdrvc
w g s v p q x	wgsvpqx
h d g f n s c j z	hdgfnscjz
n z x	nzx
n m p l h	nmplh
m t z l d x w b n s c	mtzldxwbnsc
c g z d	cgzd
s n j b	snjb
z q g d s m f c p r x b t	zqgdsmfcprxbt
p b n x j h t v k g c w d r q	pbnxjhtvkgcwdrq
r w m n h q	rwmnhq
t f w x r	tfwxr
r x s d v b	rxsdvb
s w z t v c	swztvc
m d v n g f b t q w	mdvngfbtqw
c s z x l j f g	cszxljfg
p x h w l	pxhwl
m v l z h b j x	mvlzhbjx
g m s v n x k w c h z	gmsvnxkwchz
q l k x	qlkx
v x d	vxd
l n d z b	lndzb
z b w r p	zbwrp
t s j m	tsjm
l d j x m s	ldjxms
w d n	wdn
z b c x m l h s w k	zbcxmlhswk
t j c	tjc
l s n m	lsnm
n h z w l	nhzwl
v m s b n t c l z	vmsbntclz
r j t c v z b p h s	rjtcvzbphs
l q k w c f	lqkwcf
v x f h z b s k m	vxfhzbskm
q x w v m r	qxwvmr
c d x q v t n h p	cdxqvtnhp
r q l w g	rqlwg
c q j v m g d z k w h f	cqjvmgdzkwhf
t m h z c d q r k	tmhzcdqrk
p v z q c l r w d n t s j g	pvzqclrwdntsjg
w g f n m l s	wgfnmls
m c q v s b l h	mcqvsblh
h j g c x d	hjgcxd
n b q v t h x z d f c	nbqvthxzdfc
x f l q m p n	xflqmpn
k w l p r	kwlpr
q h x c z n d j	qhxczndj
w x t g s b m r v	wxtgsbmrv
d m c p	dmcp
r w h g	rwhg
x g l v q b j n h	xglvqbjnh
h m p	hmp
h m t j l c x n g	hmtjlcxng
n j v g p d z s	njvgpdzs
h c t b l n m	hctblnm
c g l f t s d h v q b n w j m r k	cglftsdhvqbnwjmrk
t b n d k	tbndk
c g t j	cgtj
t j r c z l	tjrczl
c f z m l h r w q s	cfzmlhrwqs
p q t f s h g d	pqtfshgd
r q p s v x n	rqpsvxn
q s k l	qskl
z d r t n p s	zdrtnps
d k t m f n x	dktmfnx
v c b l g k	vcblgk
v x k z r	vxkzr
w f x b z k t g	wfxbzktg
g s k z	gskz
j g z	jgz
n l t z	nltz
p w q j c	pwqjc
c z m l d h j	czmldhj
t k h z p j	tkhzpj
k s j r t x w m f c g n	ksjrtxwmfcgn
s l r k p m d	slrkpmd
z s f p r b	zsfprb
l p d r f m q v	lpdrfmqv
c s n b t m p f q j g z	csnbtmpfqjgz
k j m z p g r d	kjmzpgrd
t h z	thz
z j c n g s d w	zjcngsdw
d p h g v b	dphgvb
z m d v w g x p l q j	zmdvwgxplqj
d f x z j s p q t l g	dfxzjspqtlg
k j b v h f c d z q	kjbvhfcdzq
g r p v q n s j	grpvqnsj
s c j	scj
v d c l f z t	vdclfzt
c f s x r q b w n k d g p	cfsxrqbwnkdgp
h k w r m	hkwrm
n t h s b f r	nthsbfr
m n h v j p r x f	mnhvjprxf
p s n m r	psnmr
s m g l t q p b	smgltqpb
b l x z t n m j s g w r v	blxztnmjsgwrv
f j k z r	fjkzr
p t m k l x n b	ptmklxnb
v r m z n l	vrmznl
n j m q k v c l p h	njmqkvclph
m r c x	mrcx
d x p z w c g	dxpzwcg
f w q m j n l d	fwqmjnld
t c b d x m v j	tcbdxmvj
v c d h p x	vcdhpx
b q c l t d h x m	bqcltdhxm
f z q c v l j b t	fzqcvljbt
m z h t v r	mzhtvr
l t b m	ltbm
f v d k r b q	fvdkrbq
k w g j l f	kwgjlf
k g s t d v z b r	kgstdvzbr
n p z q j	npzqj
t n b s m q g	tnbsmqg
p x l c t b f	pxlctbf
q m z c b w	qmzcbw
w m g d z c	wmgdzc
f q r d	fqrd
d c h t f q z n j	dchtfqznj
x g w q c r l d	xgwqcrld
g p q x t h w v	gpqxthwv
z x b	zxb
h r k p m	hrkpm
n k d v	nkdv
n x w f	nxwf
s t b d h l r v	stbdhlrv
b l s w h f q	blswhfq
h m x q n k r v w	hmxqnkrvw
m h r n k x p	mhrnkxp
j f g v x	jfgvx
k n z j b f m	knzjbfm
f t h m z l r p q v x w k g	fthmzlrpqvxwkg
w h f r p v l x q	whfrpvlxq
s q w b l f t d x g c v j	sqwblftdxgcvj
w q p x f v r	wqpxfvr
r c z b t j p	rczbtjp
v w r k d f b m h j p z n c g x	vwrkdfbmhjpzncgx
t j n q g w c	tjnqgwc
r v k d f q x p	rvkdfqxp
g b r t c h	gbrtch
g d t x l	gdtxl
g c v	gcv
n w q g b	nwqgb
r b f m s x k c t v	rbfmsxkctv
p g z v	pgzv
j n r s c	jnrsc
g w j k z q s d	gwjkzqsd
p f w j g c b	pfwjgcb
k r m j g p c f	krmjgpcf
w q z t r c p v	wqztrcpv
d w f k t n c h b	dwfktnchb
n c v m d t k s	ncvmdtks
f n j z s p q	fnjzspq
t s f g r m	tsfgrm
h p d q f t c l	hpdqftcl
p m b r q d k j	pmbrqdkj
r j m l v	rjmlv
z k h x l m g	zkhxlmg
h k n p s b m	hknpsbm
v k l p	vklp
c v n p g q t b s k x l	cvnpgqtbskxl
q s n m v t w k	qsnmvtwk
d j m z p l s n r f	djmzplsnrf
z x d j	zxdj
p s m n	psmn
l x w d v z	lxwdvz
k t n d c q	ktndcq
n k v l	nkvl
z f w p b t m	zfwpbtm
z c j h q d s w n t g	zcjhqdswntg
d g f n z c j w s q m p v	dgfnzcjwsqmpv
c s d k l	csdkl
b g h k w q d n z x l p	bghkwqdnzxlp
m f z	mfz
p b d v k s n c	pbdvksnc
b j d q f k z n	bjdqfkzn
w p q b z	wpqbz
x g z h r	xgzhr
w m j q r n h k g p z s f x v	wmjqrnhkgpzsfxv
g t m p n	gtmpn
x c z f n d q w	xczfndqw
v m k z	vmkz
h k r z v q	hkrzvq
l t z d m p g	ltzdmpg
k l m g j	klmgj
c p g m f	cpgmf
j m x r k z n h	jmxrkznh
g v p s q j n k r	gvpsqjnkr
q w z k g d f	qwzkgdf
n z v b p s f	nzvbpsf
l v b t r	lvbtr
p b c h	pbch
f d r m	fdrm
r b z	rbz
c l d p t w j b	cldptwjb
g v w m t x j f r n	gvwmtxjfrn
m w r z c	mwrzc
g k f d t c j	gkfdtcj
f j d r w	fjdrw
c j b f r p	cjbfrp
v l z h t f n r	vlzhtfnr
v p d n	vpdn
t w m f b q v x r	twmfbqvxr
w s c l j m g	wscljmg
h d v n z t f l	hdvnztfl
h s j k	hsjk
d p c w v f t m	dpcwvftm
j w l g p	jwlgp
q x g	qxg
v j f r s w p	vjfrswp
z k h r	zkhr
t q z n	tqzn
b k d t s c n g l z x	bkdtscnglzx
b j s l d f p n v x g	bjsldfpnvxg
b j v w h f z l r	bjvwhfzlr
x q c t z k f	xqctzkf
j m g f h v k	jmgfhvk
s c t p m g f w k	sctpmgfwk
x z q m f l w	xzqmflw
n c d t s j	ncdtsj
n f g l s c k	nfglsck
w f g z r	wfgzr
t d f m b w l p j	tdfmbwlpj
z g l d q n	zgldqn
k d w q n m c	kdwqnmc
v j r n p z c	vjrnpzc
q p x w s t z f h	qpxwstzfh
f g m q l z v	fgmqlzv
h f c s z m l n w	hfcszmlnw
x m k h d t	xmkhdt
d f l v x m p g	dflvxmpg
d n c w m p k f x g v b t z r	dncwmpkfxgvbtzr
h n x v m	hnxvm
s t j	stj
c x s d g n t k	cxsdgntk
q g r c l b s t	qgrclbst
p j m l k x c n	pjmlkxcn
x r k z	xrkz
w s n	wsn
n z j r g w b s l q t x h	nzjrgwbslqtxh
r v t n	rvtn
k v b	kvb
h n l t p j z	hnltpjz
h g n r m x z	hgnrmxz
q h r x s	qhrxs
v w g n f b q	vwgnfbq
t m q x d j	tmqxdj
q h c d b r p	qhcdbrp
v p t	vpt
c x p h r k v	cxphrkv
v s n k g r	vsnkgr
b t h v r z s p	bthvrzsp
n p m x q t s	npmxqts
z g q	zgq
t n p c s m	tnpcsm
w j g c q v b l	wjgcqvbl
d g q c s	dgqcs
r s x j w q	rsxjwq
m t x s v c p k w	mtxsvcpkw
w m p r z t	wmprzt
c t p w x f d b g k q s j n m	ctpwxfdbgkqsjnm
c v l p k g x j r q d h n	cvlpkgxjrqdhn
f d m b c t v p	fdmbctvp
g l s x t k p z	glsxtkpz
m j p x k g s w h q d f	mjpxkgswhqdf
f j v c q	fjvcq
b s w d n l h g m x	bswdnlhgmx
f d h p	fdhp
q z h f v	qzhfv
m n j r	mnjr
s v q d	svqd
c s g r l t	csgrlt
v q h b r m c t n	vqhbrmctn
l s t d z v c p j	lstdzvcpj
j m b l w q d	jmblwqd
t s m c b x	tsmcbx
g h r t d	ghrtd
q w v m c j	qwvmcj
r d t c h x l g q n k w s	rdtchxlgqnkws
s b l c t h w z n j g	sblcthwznjg
n l s v g k r f d	nlsvgkrfd
s r v j d m b n h	srvjdmbnh
z v j b r k m q	zvjbrkmq
z g p x n c w t	zgpxncwt
t v p d w b z m s	tvpdwbzms
c p r x k	cprxk
w g t b k q x s d n	wgtbkqxsdn
q v c w f z p t g	qvcwfzptg
x f l s g q t	xflsgqt
b s d w g q z t v	bsdwgqztv
h x l n v c s k g q p	hxlnvcskgqp
r j f m	rjfm
h l m k g w q d x	hlmkgwqdx
m v p k s	mvpks
w v z b	wvzb
m z b l p t q	mzblptq
w j d c q	wjdcq
b f m	bfm
r j k h p	rjkhp
s x m b d p l	sxmbdpl
r d b t	rdbt
q z l s f m r k	qzlsfmrk
z f n k g v	zfnkgv
j k n s f	jknsf
k h w t s f z d l x	khwtsfzdlx
q v d z s w g h x b p n m c	qvdzswghxbpnmc
b t k z h d p x l r s j	btkzhdpxlrsj
s l m k h n c	slmkhnc
b k w n j q v t m z	bkwnjqvtmz
f h g q	fhgq
m q n t w d p k v r	mqntwdpkvr
b g j k q r z w	bgjkqrzw
x t m	xtm
d s z r g m h k c f	dszrgmhkcf
m w r	mwr
p z s w b k j	pzswbkj
m z j v g c w s t q f	mzjvgcwstqf
x t b v m f g n	xtbvmfgn
r h b n	rhbn
v f q m c j s l	vfqmcjsl
g c j	gcj
d p l	dpl
h t g j n	htgjn
q w d k h v m	qwdkhvm
z c g m j p b q d	zcgmjpbqd
c j x l s k z q	cjxlskzq
m s z j k	mszjk
l r p w x j h s c z m	lrpwxjhsczm
f r b n v	frbnv
w g r v l p	wgrvlp
l w x c n m k f v	lwxcnmkfv
z x p d v n f	zxpdvnf
z v b w q	zvbwq
x j f b t g q l h	xjfbtgqlh
m g v p	mgvp
l c r q s z g f	lcrqszgf
b t l n d s	btlnds
v h l g n r w	vhlgnrw
b w q k m n c h l	bwqkmnchl
r z n	rzn
j c f	jcf
v m x z c	vmxzc
g d v r h k c x z	gdvrhkcxz
q n w z p x c	qnwzpxc
f n j m b k g s l	fnjmbkgsl
l w x t	lwxt
j l b c m	jlbcm
g w l j p z b	gwljpzb
g p c j l z t	gpcjlzt
j x f n	jxfn
z b p	zbp
d c p w x s b v q n	dcpwxsbvqn
r v d m	rvdm
c q g l	cqgl
d l f h w k t p s v q	dlfhwktpsvq
s z c g p d m q b f h l	szcgpdmqbfhl
b z f t v	bzftv
z v w p l r s	zvwplrs
k l p g f x r w s z h	klpgfxrwszh
x f r w b m q	xfrwbmq
r n v s h x k w g	rnvshxkwg
r z v c q s l w h	rzvcqslwh
m v t w q n h	mvtwqnh
r c v j f p k w	rcvjfpkw
c t j p v b	ctjpvb
n h q w t j z s p	nhqwtjzsp
z d t p r k l f	zdtprklf
l k s z h j b	lkszhjb
r j s t g m b k	rjstgmbk
r c w s g q t	rcwsgqt
b x k l p	bxklp
m g h s t x b k w d	mghstxbkwd
b x w t k z l h r m	bxwtkzlhrm
v p h r l k m g w c	vphrlkmgwc
c v x d r p s m h k j w f n	cvxdrpsmhkjwfn
x n p g b f h d l q	xnpgbfhdlq
z r v s w x p j k l m t f g	zrvswxpjklmtfg
h z x k	hzxk
r v p b	rvpb
v m l j h x f d	vmljhxfd
j c b z h	jcbzh
v n c f g l t x w r	vncfgltxwr
z s c p b	zscpb
b c n m	bcnm
c q r h m	cqrhm
t d x b f v q	tdxbfvq
q g c l n	qgcln
c n s	cns
w j r h m q z b p	wjrhmqzbp
z k s v c w r x q	zksvcwrxq
s m z h p j x k	smzhpjxk
b m w t	bmwt
b s h l m k v	bshlmkv
s x w r v	sxwrv
l h b p f x n w	lhbpfxnw
z p g c j w q l d k r m h t v	zpgcjwqldkrmhtv
h t v r	htvr
g w l d t m n k	gwldtmnk
m b r	mbr
m n t q	mntq
g w v j p x t l n m	gwvjpxtlnm
c w p v k r b x z	cwpvkrbxz
d f x n z h v c r k	dfxnzhvcrk
z j s l n g k d c m w	zjslngkdcmw
n p c d l z h r j k	npcdlzhrjk
l h k	lhk
g s b c d m l r q t p	gsbcdmlrqtp
h d r c t	hdrct
h k z s l	hkzsl
s m q t	smqt
w q n h r d z b g	wqnhrdzbg
c g f w s z k m q x b n r d	cgfwszkmqxbnrd
c x w z v l d t k	cxwzvldtk
t q s l n j b	tqslnjb
j k v b	jkvb
c n l z h m v d	cnlzhmvd
w t c v s z l x n m	wtcvszlxnm
m g j r h l	mgjrhl
r z q s t n w d v x	rzqstnwdvx
m p s l r t	mpslrt
h f t c d	hftcd
q h r z p g k n c	qhrzpgknc
j k t c z s d r q w v g	jktczsdrqwvg
g p j v	gpjv
b w j v n p x k	bwjvnpxk
x j h q z	xjhqz
r w h l s j m t z	rwhlsjmtz
p g t j l r	pgtjlr
b m f q z	bmfqz
w f h j l d	wfhjld
f c n v x	fcnvx
g x w f z d k p	gxwfzdkp
k q f n p j r l w	kqfnpjrlw
x n w d t	xnwdt
c x q n m b g	cxqnmbg
h n c k z g v s l	hnckzgvsl
m g p s x r l z h n	mgpsxrlzhn
l h j x	lhjx
k n v s g m z	knvsgmz
w f x z	wfxz
r c t p g k q n	rctpgkqn
b z h	bzh
p x k m v s	pxkmvs
b z v	bzv
n t g j b s r v p w	ntgjbsrvpw
z f v j w n p q m s g	zfvjwnpqmsg
s c r h j	scrhj
w h m k t z s p g j f	whmktzspgjf
q m h c n t f k w	qmhcntfkw
c w d h q b p z	cwdhqbpz
v q r t g d j p	vqrtgdjp
j t c	jtc
t q l k n m b	tqlknmb
m j c q v f k b h d	mjcqvfkbhd
l r m s p	lrmsp
h d c b z q t f j s r	hdcbzqtfjsr
v n b	vnb
l c n q k f	lcnqkf
r v k s d p	rvksdp
x j h w z d l	xjhwzdl
m k z v d t r	mkzvdtr
q t n l z k d r	qtnlzkdr
f w g v	fwgv
g x z	gxz
f b w k x j l m p r h q	fbwkxjlmprhq
r q p w k f c j	rqpwkfcj
f b j v h n w z	fbjvhnwz
f h t n k b z	fhtnkbz
v p b	vpb
x p j v s t g	xpjvstg
p f k j v d b c	pfkjvdbc
k v r p	kvrp
h l w m d j	hlwmdj
f k b j p c t	fkbjpct
g h j l f s z m	ghjlfszm
w p n	wpn
n c f b	ncfb
j w m r	jwmr
f x m z	fxmz
n v l r q	nvlrq
q p g j s b d v m	qpgjsbdvm
x n p z l k d h f b q v c	xnpzlkdhfbqvc
t b p k n q h g v f s x	tbpknqhgvfsx
x m r z q c j d	xmrzqcjd
q l k r p b h d	qlkrpbhd
m g r w q x	mgrwqx
f z w t	fzwt
f q s h x p b z	fqshxpbz
b w r	bwr
s m j d h x w	smjdhxw
j n d p h s k v w r	jndphskvwr
p z g r d j c v t q	pzgrdjcvtq
m h j c s t z	mhjcstz
b c q t s f	bcqtsf
q l v	qlv
q l s b p m d h k w	qlsbpmdhkw
t w d s c h p r	twdschpr
t m w z f	tmwzf
s w h t d c k	swhtdck
j x g v p c t q r	jxgvpctqr
d k l c z	dklcz
d r c q	drcq
r c l h v g	rclhvg
x d f l j t g r b	xdfljtgrb
z w x l m j k	zwxlmjk
p w m s k d q	pwmskdq
q l g w k v n b	qlgwkvnb
k t g l h f d m c z s v r b w	ktglhfdmczsvrbw
t b r z c k j q n s p	tbrzckjqnsp
s f t v n j w r z d q c	sftvnjwrzdqc
c l p f h w n	clpfhwn
b z g f c m h q r	bzgfcmhqr
b g t l j c r	bgtljcr
s w f q t n j c	swfqtnjc
h r s k z m	hrskzm
q t m s h f j r	qtmshfjr
z j t p h g w d k	zjtphgwdk
c d f k v q s	cdfkvqs
v z q m	vzqm
j r d b	jrdb
h l t f g j k r z	hltfgjkrz
k h f r l q z d s w m g b p c j	khfrlqzdswmgbpcj
h b w d t s p g n v z	hbwdtspgnvz
t p x s v g j	tpxsvgj
c p t f d r v h s	cptfdrvhs
m s b n	msbn
v c q s	vcqs
s h v t w d j l	shvtwdjl
m t s p	mtsp
c z d k w q r x h m p	czdkwqrxhmp
l p s r n	lpsrn
k d p s t l m c h	kdpstlmch
b p x t w z	bpxtwz
h k d s b c	hkdsbc
l g b p h	lgbph
s j c f h r p z	sjcfhrpz
l h q r n m g v f	lhqrnmgvf
x h c s b d	xhcsbd
b d p g w v f t x c k q	bdpgwvftxckq
t c r g m d	tcrgmd
l p q g b f z m j d r	lpqgbfzmjdr
b h s n z j v k	bhsnzjvk
t c j w x k b	tcjwxkb
n q d g r f	nqdgrf
d b z f	dbzf
b k r w g h q	bkrwghq
j n h w f	jnhwf
l c b k v d g w	lcbkvdgw
x f d c b	xfdcb
s w g t n c k b m	swgtnckbm
s z d h b f	szdhbf
l p z c h t n	lpzchtn
z n l h m	znlhm
n g b c t f k j s	ngbctfkjs
g h p k n	ghpkn
g q c f	gqcf
g n b z f w m r t q v l	gnbzfwmrtqvl
m n s g v c j f	mnsgvcjf
t z g f j l k	tzgfjlk
s h c t b l g f n m x z	shctblgfnmxz
v l h	vlh
h b c q n f s x r	hbcqnfsxr
j f w v c m	jfwvcm
w k m l c b v f q t n h d x p g s	wkmlcbvfqtnhdxpgs
r h c z k v d	rhczkvd
k d s v g x	kdsvgx
q c d s k j v	qcdskjv
z g d r	zgdr
x s h p	xshp
w d v b n z r t k p	wdvbnzrtkp
m j f b k r c h l	mjfbkrchl
j v p q r n k f c	jvpqrnkfc
z g w j f d t k c	zgwjfdtkc
n w t x z j f g q	nwtxzjfgq
b n c l z t r h g f v	bnclztrhgfv
t p l d f x s q v n	tpldfxsqvn
n x r b d w q	nxrbdwq
w r z d t p n f	wrzdtpnf
q k j z t x	qkjztx
v z l k p c r	vzlkpcr
b v g k s l r p c d q f	bvgkslrpcdqf
h l v d m	hlvdm
p n x b t k j m	pnxbtkjm
k f w	kfw
s h g m q f z d v w	shgmqfzdvw
z l r w j x v s g h	zlrwjxvsgh
c j t g p	cjtgp
x r b n k g	xrbnkg
k n c r f p t w h s g j	kncrfptwhsgj
t w f z	twfz
r s c d b m	rscdbm
p l v	plv
n p s v h m d f	npsvhmdf
x l m c f t w d h q g z	xlmcftwdhqgz
n c v g	ncvg
n p w z f j d q c m v b	npwzfjdqcmvb
n d r l q g b	ndrlqgb
x l m c q g	xlmcqg
q m d h j w c s t n	qmdhjwcstn
g p z b v	gpzbv
q w r n l j s	qwrnljs
r b z d f q h	rbzdfqh
s j l g v p m b z r h k	sjlgvpmbzrhk
g j w b	gjwb
d q w x b g j t v n	dqwxbgjtvn
s w n f q b g	swnfqbg
b j t m r q z	bjtmrqz
j d w x h z n k	jdwxhznk
r k x j w l v g q m	rkxjwlvgqm
r k m t c p n q z	rkmtcpnqz
r l n q c g w b	rlnqcgwb
s g w d x r b	sgwdxrb
n r f d l t x q	nrfdltxq
t c s k q n p	tcskqnp
j s z t p m b q k	jsztpmbqk
v w r b l c x q t h n	vwrblcxqthn
f d v x	fdvx
j s g z h q f c	jsgzhqfc
j q h z p x k l	jqhzpxkl
m f k j c	mfkjc
k b l c	kblc
z f n c	zfnc
l z v m p s r	lzvmpsr
n t h z c k j	nthzckj
v p r d l k b z	vprdlkbz
q g b l	qgbl
g z p v b r	gzpvbr
s l g z	slgz
l m w r v	lmwrv
v s w z	vswz
f q t j b d z v	fqtjbdzv
j d r m h s f k	jdrmhsfk
n z w d t v	nzwdtv
r t d	rtd
x d q t s j h	xdqtsjh
b q d n s	bqdns
f p v t g k n q b m d r j	fpvtgknqbmdrj
v x z p d	vxzpd
k w s l	kwsl
b p t s	bpts
m r j n	mrjn
g w r j x s l	gwrjxsl
k z m h s j	kzmhsj
b t z g k	btzgk
m g z c s	mgzcs
f x j p b g h t q z n l	fxjpbghtqznl
n d s x j t f k	ndsxjtfk
c f g l t q k	cfgltqk
c h j f p t m	chjfptm
b l f k x n s r	blfkxnsr
j x k h t m w p c v l	jxkhtmwpcvl
r w q	rwq
w t c x z d n m r k j g h s	wtcxzdnmrkjghs
g z r p x v c n j b	gzrpxvcnjb
p q n	pqn
g d m q v n z r w l p b c j t k s f x h	gdmqvnzrwlpbcjtksfxh
h n k d r g	hnkdrg
f t l c z b j k	ftlczbjk
s j c k f p q r w	sjckfpqrw
h c d w	hcdw
l b h g s d z t	lbhgsdzt
q v j k c d t p s f z g l r w h	qvjkcdtpsfzglrwh
j x l r k q t	jxlrkqt
t c m j x	tcmjx
q w f m x s z p k	qwfmxszpk
v z b t g q d	vzbtgqd
z j v f l q r	zjvflqr
t n b z g	tnbzg
n b j	nbj
n w q z b	nwqzb
g r l w	grlw
h z f g	hzfg
k n h r x j b c l t	knhrxjbclt
m q j k p d n h z	mqjkpdnhz
k l r z n m w t c d x b j g p f h	klrznmwtcdxbjgpfh
t c f w	tcfw
r p d s n w j x h l m	rpdsnwjxhlm
t k c b	tkcb
k h p q x j v l t	khpqxjvlt
w l d c f x k s	wldcfxks
q l g	qlg
b z f w k d p t c q	bzfwkdptcq
s n h x d f v l	snhxdfvl
g j m	gjm
s c f h v x k q	scfhvxkq
n m h	nmh
b k x j g f r	bkxjgfr
k n g s c m h	kngscmh
h p f l d	hpfld
k c g l d z j	kcgldzj
s l v k n r	slvknr
w q r m v x j k f	wqrmvxjkf
d v l q t z r g w c	dvlqtzrgwc
