input1	label
p e r s o n a l y	personaly
b o s t o n w o r k s	bostonworks
l o o s e s t r i f e	loosestrife
n e t a n y a	netanya
r e a l i d a d	realidad
p r o f e s s i o n n e l l e	professionnelle
a f r i c a i n e	africaine
s e c o n d e	seconde
t o l l i v e r	tolliver
s y n g r e s s	syngress
f l i c s	flics
w e b m a s t e r i n g	webmastering
k l a s s i k	klassik
m a c b r i d e	macbride
s u t p h e n	sutphen
a n a m e	aname
w s c c	wscc
k a s a i	kasai
b s e e	bsee
w h e a t f i e l d	wheatfield
c a r c a s e	carcase
j o w e l l	jowell
s u b d i v	subdiv
m e l i	meli
c o n e f l o w e r	coneflower
w i k i d b	wikidb
c m i p	cmip
n a t a r a j a n	natarajan
f o l t z	foltz
r e t h y m n o	rethymno
b e a u t i c i a n s	beauticians
c h i t c h a t	chitchat
p s u t i l s	psutils
h o t e l c h a n n e l	hotelchannel
m e g a s p i d e r	megaspider
k l a i p e d a	klaipeda
c a b a l l e r o s	caballeros
u n w o u n d	unwound
s u m a s	sumas
s o p a	sopa
r e s t r u c t u r e s	restructures
m e z z a n i n e s	mezzanines
n e w f a n e	newfane
w o r k s i t e s	worksites
e o v i a	eovia
f a i r l i n e	fairline
s i p h o n i n g	siphoning
c r s e	crse
g o e d k o o p	goedkoop
l o b l o l l y	loblolly
c o k e s	cokes
c a r u t h e r s	caruthers
s h a m u	shamu
n o r m a s	normas
s p i d e r i n g	spidering
p i n c u s h i o n	pincushion
p h o t o p e r i o d	photoperiod
e k s	eks
m u s s i n a	mussina
w h i c h e	whiche
r e f e r e n t s	referents
g r u s s	gruss
b l o o	bloo
m a r i n e l a n d	marineland
l a t i n e	latine
s w a r c h	swarch
h i p p e l	hippel
v e n e z u e l a n s	venezuelans
s n a p d r a g o n	snapdragon
l u a n n e	luanne
s t r y c h n i n e	strychnine
f e m a l	femal
c p a n p l u s	cpanplus
p e r i e n c e	perience
a b d u l a z i z	abdulaziz
z e b r a c l u b	zebraclub
z w i k i	zwiki
l a m p s o n	lampson
u n a p p r e c i a t e d	unappreciated
p e r f o r a t i n g	perforating
a r t e m	artem
p r o g r e s	progres
g e n e s i	genesi
c l a y m o n t	claymont
s c h e v e n i n g e n	scheveningen
f e i l d	feild
l i n a t e	linate
s p r i n t e d	sprinted
c i v i s	civis
h y a t t r e g e n c y	hyattregency
d a r v o n	darvon
c o n s t i	consti
p s y c h o s e s	psychoses
s y s t i n e t	systinet
r e v e i l l e	reveille
o u r n a l	ournal
b l i n	blin
s n a p s c a n	snapscan
s h t i c k	shtick
b r a s s i c a c e a e	brassicaceae
o c e a n u s	oceanus
j o a n n e s	joannes
g a r r i s o n s	garrisons
p l a s t i k	plastik
b a c k s c a t t e r i n g	backscattering
p e n n i s	pennis
g a m e t e	gamete
f f i e c	ffiec
t o m k o	tomko
z u m a n i t y	zumanity
a k a s h i c	akashic
p i r r o	pirro
s t a r t e n	starten
h o l i d a y i n n s	holidayinns
d o p a n t	dopant
c a r o l i n	carolin
m i l l e r t o n	millerton
u n p l a y a b l e	unplayable
f l y o u t	flyout
b i z c h i n a	bizchina
m y n x	mynx
r i y a	riya
s p l a s h y	splashy
m b x	mbx
y m a t e b	ymateb
o g e n	ogen
t y o	tyo
h a r b o u r f r o n t	harbourfront
s o u r c e w e l l	sourcewell
f o l l e t t e	follette
s a m e d a y	sameday
a c o n c a g u a	aconcagua
p r o t e a s	proteas
g n b	gnb
d e r r i n g e r	derringer
f o o d c o l l e c t i o n	foodcollection
p r o f e s s e u r	professeur
e n d r e	endre
u n i r e f	uniref
r o n e n	ronen
n o n l i s t e d	nonlisted
i p h	iph
s t e l l	stell
d i l a t o r	dilator
c a m b y	camby
w a i t o m o	waitomo
p u n x	punx
o r d i n a r i e s	ordinaries
h i n d l e	hindle
l e x i n t o n	lexinton
g e r m i n a t e d	germinated
h i l t o n h o t e l	hiltonhotel
s t r e a m b e d	streambed
s e m b i l a n	sembilan
l e c h n e r	lechner
s h a m e s	shames
s c h i c k e n	schicken
p r e d o m i n a t e d	predominated
j o h a n n s	johanns
b e e s l e y	beesley
c o l o r f u l l y	colorfully
w i l d e n	wilden
d s r n a	dsrna
s u b c o r t i c a l	subcortical
h s q l d b	hsqldb
t r a n s d u c e d	transduced
c o s t u m e r s	costumers
a m e r i w o o d	ameriwood
c o s t r u z i o n i	costruzioni
p e r i n e u m	perineum
i n f o c o n	infocon
n o n q u a l i f i e d	nonqualified
f e r i e n h a u s	ferienhaus
b b h u b	bbhub
c e n t u r a	centura
a r u n a	aruna
h o w a r d j o h n s o n s	howardjohnsons
w c u	wcu
s o y m i l k	soymilk
c a m p i n a	campina
e m s c	emsc
n c a p	ncap
x y e s	xyes
w a n c h a i	wanchai
i s t o c k p h o t o	istockphoto
e p s f	epsf
n h o	nho
p i t t a n c e	pittance
l t h r	lthr
n a i l t i q u e s	nailtiques
h a g e n b u c h	hagenbuch
s e a g r a m	seagram
h a r t y	harty
m e d i a c e n t e r	mediacenter
l o d d o n	loddon
u k a s	ukas
s o n s t i g e	sonstige
w a p a k o n e t a	wapakoneta
r d h	rdh
s e s r c h	sesrch
i s r a p u n d i t	israpundit
h e n r y e t t a	henryetta
a n u r a	anura
b r e c k e r	brecker
s n a t c h e r	snatcher
s a l a c i o u s	salacious
m a t t i s	mattis
e u r o f i g h t e r	eurofighter
p h e o b i	pheobi
g i r o n d e	gironde
n e s c a f e	nescafe
e p h r o n	ephron
g o s s e	gosse
a l o s	alos
c r i m i n o l o g i s t	criminologist
l v a l u e	lvalue
p h e n e r m i n e	phenermine
e s c u t c h e o n	escutcheon
v i r t u e l	virtuel
y y n n	yynn
w i n g i n g	winging
e x i s t e n	existen
a l c i b i a d e s	alcibiades
n f e	nfe
s c h a t t e n	schatten
s a p i e n t	sapient
g r i p i n g	griping
g o o g l e r s	googlers
f o o f	foof
s u r f d o m	surfdom
d i c h l o r o m e t h a n e	dichloromethane
h i l d	hild
d e b y e	debye
f i r e b l a d e	fireblade
b e r a	bera
c u r d s	curds
s i n f u l n e s s	sinfulness
r e c a p i t u l a t i o n	recapitulation
k u n i s	kunis
t r u d g e d	trudged
s i n n o t t	sinnott
h y d r o p h o b i c i t y	hydrophobicity
v a i d y a	vaidya
n o o k i i	nookii
j u n g e r	junger
c o m f o r t i n n s	comfortinns
a h c c	ahcc
s k y d o m e	skydome
c o l l e z i o n i	collezioni
p o n d i n g	ponding
b a a t h i s t	baathist
a s p e n s	aspens
o g l a l a	oglala
c r e a k y	creaky
d u p a	dupa
h u m m e d	hummed
t a t i	tati
r e s t o c k e d	restocked
s i c h t	sicht
n e s s u n	nessun
i n n p o i n t s	innpoints
h y a t t h o t e l s	hyatthotels
c h a s s i d i c	chassidic
b o o k s e l l i n g	bookselling
d o c u m e n t r o o t	documentroot
y h e	yhe
v o l k o v	volkov
m i c r o b i c i d e s	microbicides
n e g l i	negli
c o n v a l e s c e n c e	convalescence
u s e p a c k a g e	usepackage
t u p o l e v	tupolev
v e r i t e	verite
t e c h i n d e x	techindex
r e b e k k a	rebekka
d o c u m e n t o r s	documentors
r u h r g e b i e t	ruhrgebiet
m o t e t s	motets
s t r o u t	strout
p r o t e r o z o i c	proterozoic
l i t h i c	lithic
h o p a t c o n g	hopatcong
h i j a c k i n g s	hijackings
p a l y	paly
t r o u s d a l e	trousdale
c w n a	cwna
d o n a l d s	donalds
j i h a d i	jihadi
s p a d a	spada
v a n i l l i	vanilli
s i g i	sigi
r x n	rxn
m a c q u e e n	macqueen
e d i t r i c e	editrice
p r i a m	priam
u s t a d	ustad
w h i s k s	whisks
u n c e a s i n g	unceasing
d i s d a i n f u l	disdainful
k n o w e r	knower
p e r m a l i n k s	permalinks
u n l o a d s	unloads
e s i s	esis
v q f	vqf
o f b	ofb
c p p u n i t	cppunit
q u a t e r m a s s	quatermass
m a r t i n e t	martinet
s p i t a l f i e l d s	spitalfields
b o s t i c k	bostick
m a t a n z a s	matanzas
m a s h u p s	mashups
s r a r c h	srarch
b a c k b e n c h e r	backbencher
u n d u l a t o r	undulator
c a c k l i n g	cackling
c a r b o n l e s s	carbonless
b r a i n t a l k	braintalk
j t p a	jtpa
c h a n g e p a s s w o r d	changepassword
c o m f o r t s u i t e s	comfortsuites
b l a n c s	blancs
n i x v u e	nixvue
f a c k i n g	facking
s i b i l i t y	sibility
e r a t i o n s	erations
w a n k s t a	wanksta
b w h	bwh
d n s b l	dnsbl
k o t o b u k i y a	kotobukiya
g a r b a n z o s	garbanzos
c o m i t y	comity
p r e b o o k	prebook
b r e a k r o o m	breakroom
g o l d b e r g e r	goldberger
f i l m o w y	filmowy
c w j o b s	cwjobs
s o o p	soop
h i n t e r l a n d s	hinterlands
f h s s	fhss
i n c o r	incor
k l e r k	klerk
a v i d i n	avidin
p a u l i s t a	paulista
s p a h n	spahn
f r e r e s	freres
n o n s i n g u l a r	nonsingular
b e l i	beli
b a c k l i n k	backlink
j i h a d i s	jihadis
r e s i d e n c e i n n	residenceinn
s p i e l m a n	spielman
a m o r t i s e d	amortised
p r o b a t i o n e r s	probationers
h i n t e r w e l t	hinterwelt
h e r z i n g	herzing
n l l	nll
a i m e r	aimer
s c r i p t w r i t e r	scriptwriter
h s i u n g	hsiung
x a u t h	xauth
t r e d e g a r	tredegar
l u m i a n i	lumiani
s e l e c c i o n a r	seleccionar
r y u k y u	ryukyu
a l l f u s i o n	allfusion
c a r r e l l	carrell
k a k u	kaku
b a r b o u r s v i l l e	barboursville
p o e s	poes
p a r s n i p s	parsnips
b e a t d o w n	beatdown
t r e m b l e s	trembles
m i k e n	miken
c a p i t a l i z e s	capitalizes
d a v o n	davon
p o s i t r o n s	positrons
j o b s t e r	jobster
n a c a a	nacaa
f a c h b e r e i c h	fachbereich
p a g e i n d e x	pageindex
r e n n y	renny
p l o t l i n e	plotline
g r a c i n g	gracing
f i s t i n g s	fistings
d y a n	dyan
c o m p l e x t y p e	complextype
s r c h	srch
g a s k i l l	gaskill
e f d	efd
m u l t i b a n d	multiband
g o u g e s	gouges
m o d e n	moden
e u r o d o l l a r	eurodollar
t b o k i c h	tbokich
p i s s a r r o	pissarro
d r y l y	dryly
s c a l z i	scalzi
e l l i p s o i d a l	ellipsoidal
r e c o m m e n d a	recommenda
b u k	buk
b i s q u e s	bisques
s w a d l i n c o t e	swadlincote
r a l e y	raley
n a u m a n	nauman
b u g z i	bugzi
s t r i c k l e r	strickler
s a l a t	salat
l o w l i f e	lowlife
i n g r a t i t u d e	ingratitude
k a r t a	karta
k a l k a n	kalkan
l r y i c s	lryics
f l e u r i e u	fleurieu
t h e w	thew
e u r o l a n d	euroland
u p l	upl
o s e p	osep
g n o s t i c s	gnostics
p a t h o p h y s i o l o g i c a l	pathophysiological
b r u t i n i	brutini
b e t w s	betws
m a r i o t	mariot
a z m i	azmi
j e n i s o n	jenison
p o s t e s	postes
d o d e c a n e s e	dodecanese
p a n d e m i c s	pandemics
t a q m a n	taqman
p r e m o n i t i o n s	premonitions
d u r f e e	durfee
s n e e z e s	sneezes
m e t a l l o p r o t e i n a s e s	metalloproteinases
k e r a l a n e x t	keralanext
f i n u c a n e	finucane
d i g i t r e x	digitrex
h a r r y h a u s e n	harryhausen
r s q	rsq
a n t i v e r t	antivert
g l a r e s	glares
p a r a s i t o i d	parasitoid
g r a n d t e c	grandtec
g o d t	godt
d o d g e v i l l e	dodgeville
m a r r i o t t h o t e l s	marriotthotels
p r e s c r i b e r s	prescribers
b l a g o e v g r a d	blagoevgrad
t u t i o n	tution
b u r m e i s t e r	burmeister
w i l d l	wildl
k o r f b a l l	korfball
a m n e s i a c	amnesiac
p e c i a l	pecial
p r e l i m i n a r i l y	preliminarily
c a r r e r	carrer
r o s a d o	rosado
x n s	xns
l a r g e s s e	largesse
j l a b e l	jlabel
p r a c t i	practi
e u r o p a e a	europaea
h u m p e d	humped
s e a r h c	searhc
d o r l a n d	dorland
e a r h u g g e r	earhugger
o v e r d o s a g e	overdosage
h o l i d a y i n n e x p r e s s	holidayinnexpress
c o u s	cous
d i s b a n d i n g	disbanding
c o n f o r t i n n	confortinn
p h p b u i l d e r	phpbuilder
i s t o	isto
t u m e s c e n t	tumescent
g g s	ggs
m y c e l i u m	mycelium
r s k	rsk
b l e a r y	bleary
k i t e s u r f	kitesurf
p a l a t e s	palates
g e o t e x t i l e	geotextile
m o o i e	mooie
s u r f c o n t r o l	surfcontrol
h o g g a r d	hoggard
w e n l o c k	wenlock
s p l e n e c t o m y	splenectomy
g a l l i p o l i s	gallipolis
m e s o a m e r i c a	mesoamerica
r y o k a n	ryokan
t r m m	trmm
b r i d a l s	bridals
g i m m i e	gimmie
p e c o r i n o	pecorino
r e b r a n d i n g	rebranding
m u g s h o t s	mugshots
w o r k l i s t	worklist
s u n r o c k e t	sunrocket
r o w b o a t	rowboat
p e r f e c t i o n s	perfections
h p e r	hper
j w t	jwt
p a r m a l a t	parmalat
s u b g e n i u s	subgenius
s t o k k e	stokke
p o t e	pote
l i p o s o m a l	liposomal
h a l e i w a	haleiwa
a f f i n i s	affinis
f a r e e d	fareed
m o s t r e	mostre
w i n d s o n g	windsong
c i x i	cixi
b e s s e l j	besselj
m o z a m b i c a n	mozambican
z a j a c	zajac
f a i r f e i l d	fairfeild
n e w w o r l d	newworld
i n s t r u m e n	instrumen
m l i s	mlis
c r e a m e r s	creamers
c m s u	cmsu
c h i l c o t i n	chilcotin
u t e r i	uteri
s e a r d h	seardh
r e s t i v e	restive
m e l o d i a	melodia
a c t e u r	acteur
a r r e c i f e	arrecife
b i s s e t t	bissett
m a h a l a	mahala
n p t s	npts
e r d c	erdc
a l a r a	alara
k e t c h a m	ketcham
e m c e e s	emcees
m u l t i c e n t r e	multicentre
g i l l e t	gillet
h a c k n e y e d	hackneyed
p s p e l l	pspell
f l a g e l l u m	flagellum
h a r d i m a n	hardiman
c a n t i c l e	canticle
f a r a d	farad
j a a k k o	jaakko
b a r d o	bardo
l u c i p o	lucipo
h a n d b a s k e t	handbasket
f i t t	fitt
p e i n e	peine
n a i v e t e	naivete
t r u m p e t e d	trumpeted
r a m b u n c t i o u s	rambunctious
p l a t e a u x	plateaux
e u r o p e s e	europese
d a t a w r i t e	datawrite
c i r c u i t o u s	circuitous
f o r e w a r d	foreward
d y s t r o p h i n	dystrophin
s a k o	sako
v c g	vcg
s m o l t z	smoltz
s a v a s t o r e	savastore
s c o p u s	scopus
k w a k	kwak
p o p l e	pople
c h o r e o g r a p h i c	choreographic
s c a v e n g e	scavenge
e x p i o	expio
f r i e d e n	frieden
s h i t t e r	shitter
u n m o t i v a t e d	unmotivated
v o r a r l b e r g	vorarlberg
i m p l o r i n g	imploring
s p e y s i d e	speyside
s l e e p y c a t	sleepycat
f r e e g a y	freegay
e n g u l f i n g	engulfing
n e t w o r k w o r l d	networkworld
b l o g s o m e	blogsome
t r a n s f o r m a	transforma
w i e d e m a n n	wiedemann
h y a m s	hyams
r o c k h u r s t	rockhurst
t n e f	tnef
e m a d	emad
c r a z y f i s t s	crazyfists
l a w f o r d	lawford
a n t i c o n	anticon
s c a l l i o n	scallion
r e d b o o t	redboot
i s e r	iser
g e b o o r t e	geboorte
p o s i t i v i s t	positivist
s u b s c a l e s	subscales
e r e b u s	erebus
h a w a	hawa
o u a b a i n	ouabain
f a c e l i f t s	facelifts
p r o s c a n	proscan
p r o f i l o	profilo
a n d r e e v	andreev
t o c s	tocs
k i r o	kiro
s c r o f a	scrofa
h e i s l e r	heisler
n y a h	nyah
s q u i s h e d	squished
a b r i d g e	abridge
r e s e r p i n e	reserpine
m a e m o	maemo
p a n a t h i n a i k o s	panathinaikos
m o w i e	mowie
l u k a s h e n k o	lukashenko
p i c a r d y	picardy
a n o r e x	anorex
s p i n d l e r	spindler
j s b	jsb
s a c c h a r i n e	saccharine
b o r s c h t	borscht
r i g g e r s	riggers
n o g a	noga
h o l o g r a p h	holograph
r o o m i n e s s	roominess
b i l s t o n	bilston
s t a n d e r	stander
s h e r d o g	sherdog
k e n n e l l y	kennelly
p h r a s e b o o k s	phrasebooks
t h o r n b e r r y	thornberry
m o v i e l i n k	movielink
m a n t o v a	mantova
v i d i n	vidin
c h a r g e b a c k s	chargebacks
o r b a c h	orbach
n i d d m	niddm
f o r w	forw
c h a r e t t e	charette
a p p i n	appin
r a m a d	ramad
p a s t r a m i	pastrami
c o o k w o r k s	cookworks
b o a t w r i g h t	boatwright
m a l e i c	maleic
f u n d r a i s e	fundraise
p a g a r	pagar
c l e v e s	cleves
s h e r t o n	sherton
b i t r a t e s	bitrates
s c u l p e y	sculpey
a u t h o	autho
o t h o	otho
m e x i c a n o s	mexicanos
p h o s p h a t i d y l s e r i n e	phosphatidylserine
s e x p	sexp
c e r c	cerc
l a c t a s e	lactase
j p r	jpr
a f g e	afge
g l i s t e n	glisten
m a c k e r r a s	mackerras
n y g a a r d	nygaard
d e l i n q u e n c i e s	delinquencies
o c o t i l l o	ocotillo
p i c t r u e s	pictrues
n o r t h o l t	northolt
b i b i t e m	bibitem
u s u a l y	usualy
t i v i t i e s	tivities
r e s e a r c h s o f t	researchsoft
l o n d o	londo
h o m e s t o r e	homestore
s p e c t i v e	spective
f r e e w h e e l	freewheel
b a l k i n	balkin
l a t i f o l i a	latifolia
r o e t h k e	roethke
c l a u s s e n	claussen
u n i d a	unida
m i c r o f i l m e d	microfilmed
m i d d l e s b o r o u g h	middlesborough
h o t e l n e t	hotelnet
d o r i t o s	doritos
m u t a t	mutat
u m h l a n g a	umhlanga
c l u b b e d	clubbed
t u r n i n g s	turnings
s p e r a n z a	speranza
d r e s s e l	dressel
n e w g a t e	newgate
h a s s l e r	hassler
f r e e b o a r d	freeboard
p e r f o r m a n c	performanc
f o u r m	fourm
d o u r o	douro
f o u r p o i n t s	fourpoints
a c c e s s a b i l i t y	accessability
a s t r o l a b e	astrolabe
c a p o s	capos
a y o	ayo
b r u g	brug
t e g u i s e	teguise
u n b l e m i s h e d	unblemished
h o b y	hoby
f e m i	femi
c o b o	cobo
a n d r e a s e n	andreasen
k a r m a n	karman
c o i l o v e r s	coilovers
t r e n c h a n t	trenchant
s u m t h i n	sumthin
s o l u c i o n e s	soluciones
b a m b o o z l e d	bamboozled
s e e q	seeq
j e r e m i e	jeremie
c y n t a f	cyntaf
w i n d o w l e s s	windowless
s m a l e	smale
c h e v e u x	cheveux
m o r r o c c o	morrocco
p i c e s	pices
s c i o n s	scions
a r e n d	arend
f w b	fwb
p o l i c	polic
g o e r z e n	goerzen
r a m d a	ramda
p a r t u r i t i o n	parturition
c o n j u n c t i v a	conjunctiva
p i l l b o x	pillbox
t e n c h	tench
l a d y k i l l e r s	ladykillers
t h t t p d	thttpd
n e s s e b a r	nessebar
p o s t m o d e r n i s t	postmodernist
l a t a h	latah
h i s t o p a t h o l o g i c	histopathologic
m a s s i v	massiv
m o d i n e	modine
i d s a	idsa
g o o d g e a r g u i d e	goodgearguide
t e x e s	texes
o h i	ohi
s i d h u	sidhu
n i e n	nien
r a c h i d	rachid
s c h w a r z e r	schwarzer
e n t e r o b a c t e r i a c e a e	enterobacteriaceae
c a s c a r a	cascara
a c u n e t i x	acunetix
b y a	bya
p h r a s e l i s t s	phraselists
o s t e o p a t h	osteopath
c o n c e a l e r s	concealers
a u t o m a t i c l y	automaticly
r r b	rrb
m e d i c a t e	medicate
l e a c h e d	leached
c a r p e n t i e r	carpentier
l i l l a	lilla
e x a m i n e e	examinee
b u z z e r s	buzzers
m a r s u p i a l s	marsupials
a l a a	alaa
g a l v e z	galvez
g u l e t	gulet
a v e r s i v e	aversive
v o l l e y s	volleys
s u c h e r g e b n i s s e	suchergebnisse
g e e k b a y	geekbay
e v o x	evox
b l o o d l e t t i n g	bloodletting
s n o w p l o w	snowplow
h o m m a g e	hommage
f i e r r o	fierro
p o l y a m i n e	polyamine
e l a c	elac
r a d d i s s o n	raddisson
o u t b	outb
c o n d e n s e s	condenses
w a t e r b e r g	waterberg
s a w h n e y	sawhney
s k e w e r e d	skewered
f u r a n	furan
c o r k e r	corker
r o l l c a l l	rollcall
s e a r c j	searcj
c o l l e t o n	colleton
c a t h a r t o n	catharton
g i r l h o o d	girlhood
i u s t i c e	iustice
m i r a n t	mirant
m a c i n n i s	macinnis
f r e s h e n i n g	freshening
b e r n a r d s	bernards
m a r j o r y	marjory
s t r i p s l a s h e s	stripslashes
a d l i n k	adlink
c h o m p i n g	chomping
q u a r t e r m a s t e r s	quartermasters
c a r t o n i	cartoni
c r e s e n t	cresent
n e d v e d	nedved
v b c	vbc
c o v i l l e	coville
r i l l	rill
u k p	ukp
s c h e i k u n d e	scheikunde
p s y c h o a n a l y s t	psychoanalyst
n o r t h e r	norther
a i r m a s s	airmass
a t t s	atts
s u p e r c e d e	supercede
c o r e r	corer
r e l s	rels
h u n s t a n t o n	hunstanton
k r i n g l e	kringle
j u g a	juga
c e n o	ceno
r i z v i	rizvi
d e a f b l i n d	deafblind
u n i t o	unito
s u b a c c o u n t	subaccount
c o h o u s i n g	cohousing
b r i e l l e	brielle
i o l o	iolo
a v m a	avma
m u n d u s	mundus
t h y m e s	thymes
l a i s t	laist
c e d a r t o w n	cedartown
a n d a r	andar
b o s m a n	bosman
c h a v i s	chavis
m i r o s	miros
d e x y	dexy
o u n d	ound
c a r i b e a n	caribean
t w i k i p l u g i n s	twikiplugins
l o d g m e n t	lodgment
s h o w i n	showin
p e r d e r e	perdere
n a g r a	nagra
d o c o	doco
c l u m s i n e s s	clumsiness
m i c r o p o r o u s	microporous
t r a n s l o c a t i o n s	translocations
t e c p r e v i e w	tecpreview
i l l i g a l	illigal
g h q	ghq
a s c e r t a i n a b l e	ascertainable
t e l e m a t i c	telematic
s e a g o v i l l e	seagoville
d i s p l a y s t r i n g	displaystring
